# Program:featureCounts v1.5.0-p1; Command:""featureCounts"" ""-a"" ""ws254.saf"" ""-o"" ""counts.txt"" ""-s"" ""2"" ""-F"" ""SAF"" ""1_S1_R1_001"" ""2_S2_R1_001"" ""3_S3_R1_001"" ""4_S4_R1_001"" ""5_S5_R1_001"" ""6_S6_R1_001"" ""7_S7_R1_001"" "
Geneid	Chr	Start	End	Strand	Length	s1_S1_R1_001	s2_S2_R1_001	s3_S3_R1_001	s5_S5_R1_001	s6_S6_R1_001	s7_S7_R1_001
WBGene00004014	chrI	2071352	2072547	+	1196	2258	708	1002	1188	2119	2156
WBGene00021351	chrI	2072680	2076906	+	4227	3453	1652	1452	2308	2829	4214
WBGene00021352	chrI	2078959	2085662	+	6704	3189	1426	2101	3180	2704	3349
WBGene00200606	chrI	2084806	2085027	-	222	0	0	0	0	12	4
WBGene00044925	chrI	2085037	2085155	+	119	0	0	0	0	0	0
WBGene00021353	chrI	2085673	2093822	-	8150	4848	2216	4377	5179	7076	6259
WBGene00003799	chrI	2097346	2123443	+	26098	1585	416	1079	1300	1379	1839
WBGene00044810	chrI	2107457	2108896	-	1440	0	0	0	0	0	17
WBGene00021354	chrI	2113614	2118550	-	4937	167	0	103	63	187	146
WBGene00021355	chrI	2128590	2145971	+	17382	8405	3770	5679	8033	8168	9555
WBGene00235158	chrI	2149823	2151826	-	2004	91	62	66	92	72	145
WBGene00195033	chrI	2149891	2149910	+	20	4	0	0	0	0	4
WBGene00195032	chrI	2149987	2150003	+	17	2	0	0	0	0	12
WBGene00195031	chrI	2150219	2150239	+	21	2	0	0	0	0	0
WBGene00021009	chrI	2160042	2209629	+	49588	2961	1859	2547	2637	4618	3469
WBGene00021008	chrI	2216100	2219479	+	3380	17	0	8	9	0	38
WBGene00021005	chrI	2219471	2222313	-	2843	29	24	69	57	20	23
WBGene00001542	chrI	2223307	2233099	-	9793	322	150	566	354	628	304
WBGene00021006	chrI	2233744	2234957	-	1214	0	0	0	0	0	0
WBGene00021007	chrI	2235617	2241210	-	5594	2	34	13	5	14	0
WBGene00017399	chrI	2242230	2247223	+	4994	204	105	169	190	265	186
WBGene00170253	chrI	2243149	2243169	-	21	0	0	0	0	0	0
WBGene00017398	chrI	2250131	2254901	+	4771	292	0	135	78	389	150
WBGene00000020	chrI	2255923	2272866	-	16944	3183	2709	5949	4334	4626	5252
WBGene00198059	chrI	2269391	2269442	+	52	0	0	0	0	0	0
WBGene00201890	chrI	2269391	2269442	-	52	0	0	0	0	0	0
WBGene00200608	chrI	2272359	2272439	+	81	0	0	0	0	0	0
WBGene00023176	chrI	2272368	2272438	-	71	0	0	0	0	0	0
WBGene00021458	chrI	2279835	2281516	+	1682	56	0	50	58	89	43
WBGene00000408	chrI	2281504	2291183	-	9680	752	135	353	617	816	830
WBGene00021469	chrI	2293132	2297312	+	4181	31921	17503	35620	38386	52056	45793
WBGene00021470	chrI	2297280	2304393	-	7114	41	5	23	17	92	59
WBGene00021468	chrI	2300086	2302823	+	2738	1157	986	3214	3022	2609	2365
WBGene00002047	chrI	2304512	2306816	-	2305	47	0	19	16	96	97
WBGene00021467	chrI	2306985	2308975	+	1991	160	161	77	77	167	119
WBGene00021476	chrI	2308976	2312129	+	3154	215	123	102	83	279	226
WBGene00021475	chrI	2312496	2313008	+	513	197	112	97	156	145	225
WBGene00021466	chrI	2313271	2316003	+	2733	3074	1149	1590	2331	2389	3075
WBGene00199088	chrI	2315821	2315987	-	167	0	0	0	0	0	0
WBGene00021465	chrI	2316307	2318305	+	1999	10	0	11	5	0	18
WBGene00003156	chrI	2318291	2321847	-	3557	101	0	29	22	63	114
WBGene00219275	chrI	2322025	2322596	-	572	229	93	148	248	307	396
WBGene00021471	chrI	2323916	2327329	-	3414	146	0	32	16	227	104
WBGene00021477	chrI	2327989	2330162	+	2174	69	0	6	12	63	32
WBGene00021472	chrI	2330895	2332652	-	1758	4	0	0	0	21	0
WBGene00021464	chrI	2333312	2338693	+	5382	63	19	84	41	87	32
WBGene00021463	chrI	2342216	2350468	+	8253	49	29	47	59	28	114
WBGene00044277	chrI	2350841	2350945	+	105	0	0	0	0	0	0
WBGene00077563	chrI	2352835	2356238	+	3404	6	0	5	3	31	7
WBGene00021461	chrI	2357883	2372964	+	15082	1390	541	1057	794	1651	1231
WBGene00199635	chrI	2368687	2368744	+	58	0	0	0	0	0	0
WBGene00196479	chrI	2368783	2368861	-	79	0	0	0	0	0	0
WBGene00197084	chrI	2368783	2368861	+	79	0	0	0	0	0	0
WBGene00196296	chrI	2370805	2370858	-	54	0	0	0	0	0	0
WBGene00021473	chrI	2377089	2381851	-	4763	1276	383	902	943	1221	959
WBGene00021474	chrI	2382953	2401492	-	18540	9776	3721	8894	8939	12543	10610
WBGene00021460	chrI	2402232	2409987	+	7756	105	52	91	115	147	193
WBGene00044926	chrI	2410190	2410254	+	65	0	0	0	0	0	1
WBGene00195289	chrI	2410190	2410261	-	72	1	0	0	0	0	0
WBGene00017741	chrI	2415133	2418521	+	3389	7378	2758	4440	6103	9855	11578
WBGene00017734	chrI	2418450	2420801	-	2352	2630	626	1264	1285	2284	2116
WBGene00017735	chrI	2420803	2421816	-	1014	1864	505	1422	1572	2311	2177
WBGene00017736	chrI	2422334	2425185	-	2852	5	0	5	8	0	5
WBGene00017737	chrI	2429675	2432601	-	2927	1	0	0	2	0	0
WBGene00017738	chrI	2432570	2433755	-	1186	6	0	7	7	0	22
WBGene00017733	chrI	2434004	2435708	+	1705	374	40	230	281	221	393
WBGene00255457	chrI	2436550	2437084	-	535	73	135	16	23	72	144
WBGene00017732	chrI	2438767	2442948	+	4182	277	126	270	390	293	341
WBGene00023274	chrI	2440205	2441169	-	965	0	0	0	0	0	0
WBGene00023273	chrI	2445420	2445983	+	564	3	0	0	2	0	12
WBGene00017731	chrI	2446740	2448369	+	1630	67	41	51	117	116	110
WBGene00017739	chrI	2449414	2451366	-	1953	61	29	106	28	136	140
WBGene00002141	chrI	2451908	2464637	-	12730	1102	336	755	900	1509	1094
WBGene00022280	chrI	2468787	2471972	-	3186	1752	673	951	1746	1321	2007
WBGene00022281	chrI	2472066	2485391	-	13326	1060	387	616	790	1278	1271
WBGene00022282	chrI	2483203	2483705	+	503	1	0	0	0	0	0
WBGene00001232	chrI	2485867	2489780	+	3914	3032	893	1344	1893	2555	3009
WBGene00021277	chrI	2489976	2497371	+	7396	1546	382	872	915	1426	1641
WBGene00021276	chrI	2498134	2506259	+	8126	487	266	371	437	516	610
WBGene00021278	chrI	2506891	2513710	-	6820	47	0	81	53	21	43
WBGene00202408	chrI	2514167	2514255	+	89	0	1	0	0	0	0
WBGene00045093	chrI	2514168	2514311	-	144	57	0	1	9	0	11
WBGene00165483	chrI	2524532	2524552	+	21	0	0	0	1	0	0
WBGene00021275	chrI	2533268	2542114	+	8847	2496	939	2548	2474	3637	3285
WBGene00255578	chrI	2538611	2538670	+	60	0	0	0	0	0	0
WBGene00021274	chrI	2544749	2546163	+	1415	38	30	8	27	13	81
WBGene00021279	chrI	2546897	2548358	-	1462	0	0	4	0	0	0
WBGene00021273	chrI	2549296	2550543	+	1248	1	0	0	0	0	0
WBGene00021280	chrI	2551375	2551590	-	216	2	0	0	0	0	0
WBGene00021272	chrI	2552987	2555398	+	2412	1288	215	628	1183	993	2260
WBGene00194701	chrI	2556252	2557425	+	1174	2	0	10	0	0	5
WBGene00016950	chrI	2558300	2560110	+	1811	0	0	0	0	0	0
WBGene00016949	chrI	2560396	2561820	+	1425	0	0	0	0	0	0
WBGene00006047	chrI	2562616	2563049	+	434	0	0	0	0	0	0
WBGene00016948	chrI	2568872	2570746	+	1875	11	0	24	32	0	59
WBGene00000006	chrI	2571782	2576020	-	4239	12521	5248	9167	11998	14440	15854
WBGene00001404	chrI	2580935	2586126	-	5192	2789	2152	2506	3165	3308	3499
WBGene00004226	chrI	2587527	2595294	-	7768	773	34	579	627	1028	1056
WBGene00019461	chrI	2599979	2602627	+	2649	4	0	26	17	29	4
WBGene00201331	chrI	2605283	2605605	-	323	0	0	0	0	0	0
WBGene00201499	chrI	2605283	2605605	+	323	4	0	0	0	0	12
WBGene00000832	chrI	2606754	2617360	+	10607	11947	3995	8730	9398	14491	12867
WBGene00200768	chrI	2614667	2614816	-	150	3	2	1	0	0	0
WBGene00198727	chrI	2614878	2615027	+	150	0	0	0	0	0	0
WBGene00021271	chrI	2617560	2620425	+	2866	117	125	271	108	208	260
WBGene00195445	chrI	2620316	2620418	-	103	0	0	0	0	0	0
WBGene00021270	chrI	2620654	2621859	+	1206	126	90	98	55	86	191
WBGene00021269	chrI	2621957	2623186	+	1230	71	55	58	53	0	68
WBGene00000800	chrI	2623102	2628577	-	5476	4427	1685	3041	3099	4828	4386
WBGene00000801	chrI	2629685	2632320	+	2636	114	27	51	45	69	139
WBGene00023172	chrI	2633832	2634542	+	711	3	0	0	0	0	0
WBGene00077781	chrI	2636904	2637591	+	688	6	0	0	4	0	21
WBGene00018231	chrI	2638649	2639419	+	771	0	0	0	0	0	0
WBGene00018230	chrI	2642724	2643778	+	1055	265	93	125	241	197	300
WBGene00219692	chrI	2644965	2645309	+	345	0	0	0	0	0	0
WBGene00018232	chrI	2645273	2657241	-	11969	63	181	85	147	0	147
WBGene00018233	chrI	2650737	2651711	-	975	0	0	0	0	0	0
WBGene00200510	chrI	2655867	2655923	-	57	0	0	0	0	0	0
WBGene00197940	chrI	2656826	2657013	+	188	0	0	0	0	0	0
WBGene00219930	chrI	2666384	2666468	+	85	0	0	0	0	0	7
WBGene00017979	chrI	2668160	2672434	+	4275	8497	4169	5968	6443	9117	11582
WBGene00017980	chrI	2672940	2682797	-	9858	14530	5165	15565	15097	22367	19033
WBGene00198883	chrI	2678059	2678205	+	147	0	0	0	0	0	0
WBGene00199900	chrI	2682866	2683011	+	146	0	0	1	0	0	0
WBGene00200994	chrI	2684865	2684995	+	131	0	0	0	0	0	0
WBGene00201569	chrI	2684870	2684997	-	128	1	0	0	0	0	0
WBGene00000788	chrI	2686639	2689493	-	2855	1551	1761	456	928	1343	1848
WBGene00044927	chrI	2688947	2689069	+	123	11	0	4	0	0	1
WBGene00017978	chrI	2692074	2692467	+	394	1	0	0	0	0	0
WBGene00017977	chrI	2692757	2694084	+	1328	98	83	55	95	129	87
WBGene00017976	chrI	2697399	2699955	+	2557	3965	1175	2575	3614	4562	4477
WBGene00196260	chrI	2698564	2698712	-	149	0	0	0	0	0	0
WBGene00017975	chrI	2700420	2702158	+	1739	30	20	17	50	40	46
WBGene00202148	chrI	2700617	2700838	-	222	0	0	0	0	0	0
WBGene00197526	chrI	2700643	2700792	+	150	0	0	0	0	0	0
WBGene00200310	chrI	2703263	2703458	-	196	0	0	0	0	0	0
WBGene00003006	chrI	2706883	2717549	+	10667	2540	1190	1393	1864	2677	2930
WBGene00001048	chrI	2718027	2721475	-	3449	857	385	652	813	937	1333
WBGene00022128	chrI	2721879	2726724	-	4846	1719	449	1231	1531	1746	2254
WBGene00004920	chrI	2727014	2727545	+	532	1104	462	355	702	852	1441
WBGene00022127	chrI	2730004	2731453	+	1450	7648	2479	3818	6078	6623	7635
WBGene00022126	chrI	2731562	2735371	+	3810	682	503	343	479	604	911
WBGene00022129	chrI	2735345	2742508	-	7164	2263	497	1517	1601	2494	2477
WBGene00195443	chrI	2739658	2739796	+	139	0	0	0	0	0	0
WBGene00198026	chrI	2739991	2740283	+	293	0	0	0	0	0	0
WBGene00201019	chrI	2742383	2742528	+	146	2	0	0	5	0	0
WBGene00196517	chrI	2744953	2745118	+	166	0	0	0	0	0	0
WBGene00004043	chrI	2755540	2758204	-	2665	22	0	19	10	26	14
WBGene00199103	chrI	2758298	2758405	+	108	0	0	0	0	0	0
WBGene00022130	chrI	2759023	2761044	-	2022	59	0	11	21	0	49
WBGene00255549	chrI	2760304	2761184	+	881	3	0	0	0	0	0
WBGene00004946	chrI	2761158	2776097	-	14940	2659	1524	4290	3364	3603	3652
WBGene00022125	chrI	2774912	2775421	+	510	144	112	98	127	121	194
WBGene00022131	chrI	2776370	2778726	-	2357	195	53	128	112	120	239
WBGene00022133	chrI	2780850	2784276	-	3427	0	0	2	0	0	0
WBGene00020990	chrI	2784620	2786077	-	1458	0	0	2	0	0	0
WBGene00020991	chrI	2786332	2787514	+	1183	1	0	0	0	0	0
WBGene00255550	chrI	2787981	2788418	-	438	0	0	0	0	0	0
WBGene00020984	chrI	2788768	2790343	-	1576	1	0	0	0	0	0
WBGene00020989	chrI	2791687	2794976	+	3290	98	0	120	51	33	103
WBGene00020988	chrI	2796130	2797238	+	1109	0	0	1	0	32	0
WBGene00020985	chrI	2798175	2799844	-	1670	31	0	47	18	0	62
WBGene00201190	chrI	2799609	2799671	+	63	0	0	0	0	0	0
WBGene00002174	chrI	2802822	2815786	+	12965	1179	417	1297	544	1949	1346
WBGene00020987	chrI	2816415	2817646	+	1232	0	0	0	0	0	0
WBGene00044796	chrI	2818744	2820701	+	1958	2	0	0	0	0	0
WBGene00020986	chrI	2820869	2822300	-	1432	17	0	12	10	10	8
WBGene00220118	chrI	2822737	2822836	-	100	60	46	61	79	115	97
WBGene00004077	chrI	2823254	2830311	-	7058	853	554	818	791	1070	1089
WBGene00220126	chrI	2826883	2827073	-	191	0	0	0	0	0	0
WBGene00200264	chrI	2830335	2830483	+	149	0	0	0	0	0	0
WBGene00196235	chrI	2831305	2831674	+	370	0	0	0	0	0	0
WBGene00199081	chrI	2831450	2831599	-	150	0	0	0	0	0	0
WBGene00021126	chrI	2832872	2833253	-	382	0	0	0	0	0	0
WBGene00199417	chrI	2835345	2835482	-	138	0	0	0	0	0	0
WBGene00202063	chrI	2835483	2835622	+	140	0	0	0	0	0	0
WBGene00201255	chrI	2835767	2835983	-	217	0	0	0	0	0	0
WBGene00196796	chrI	2835837	2835984	+	148	0	0	0	0	0	0
WBGene00195578	chrI	2837984	2838050	+	67	0	0	0	0	0	0
WBGene00198389	chrI	2837984	2838050	-	67	0	0	0	0	0	0
WBGene00021125	chrI	2845859	2849792	+	3934	727	215	526	759	1121	959
WBGene00021127	chrI	2851963	2853903	-	1941	73	35	47	79	91	203
WBGene00021128	chrI	2853975	2855732	-	1758	490	141	223	173	472	521
WBGene00197182	chrI	2855295	2855442	+	148	0	0	0	0	0	0
WBGene00044433	chrI	2858524	2859913	-	1390	35	27	9	34	101	125
WBGene00022116	chrI	2862403	2864446	+	2044	23	29	8	31	15	37
WBGene00200294	chrI	2864011	2864061	-	51	11	0	0	0	12	5
WBGene00022115	chrI	2866508	2870167	+	3660	3297	1251	1915	2363	4108	4428
WBGene00022117	chrI	2870608	2875289	-	4682	116	22	73	64	136	150
WBGene00004412	chrI	2875395	2876324	-	930	22376	10351	7934	9927	18731	24826
WBGene00199201	chrI	2876337	2876554	-	218	0	0	0	0	0	0
WBGene00200098	chrI	2876698	2876843	-	146	0	0	0	0	0	0
WBGene00022114	chrI	2876932	2878523	+	1592	4703	1104	2771	2983	4393	4112
WBGene00022113	chrI	2878578	2880929	+	2352	64	0	54	83	80	66
WBGene00000199	chrI	2880884	2893718	-	12835	3154	889	1809	2364	3060	3384
WBGene00022118	chrI	2880919	2883454	-	2536	0	0	0	0	0	0
WBGene00022112	chrI	2887800	2889434	+	1635	27	0	17	42	66	44
WBGene00219219	chrI	2888448	2888557	-	110	0	0	0	0	0	0
WBGene00220195	chrI	2888585	2888707	-	123	0	0	0	0	0	0
WBGene00022111	chrI	2890446	2891261	+	816	4	0	1	0	0	0
WBGene00022119	chrI	2895329	2900860	-	5532	6003	2453	4362	5152	7327	6785
WBGene00001791	chrI	2901325	2903006	+	1682	272	92	146	222	147	272
WBGene00022110	chrI	2903596	2907751	+	4156	19	24	23	55	20	54
WBGene00004049	chrI	2907730	2924713	-	16984	233	77	214	217	237	227
WBGene00022108	chrI	2915176	2918806	+	3631	36	0	29	22	42	38
WBGene00219263	chrI	2921186	2921290	+	105	0	0	0	0	0	0
WBGene00022107	chrI	2925212	2928134	+	2923	325	176	157	174	188	259
WBGene00022122	chrI	2928395	2929687	+	1293	3514	936	1774	2430	2846	3437
WBGene00003836	chrI	2929736	2931361	+	1626	414	73	162	186	190	555
WBGene00022121	chrI	2931461	2947152	+	15692	1112	441	878	965	1138	1363
WBGene00044928	chrI	2935785	2935920	+	136	0	0	0	0	0	0
WBGene00045398	chrI	2940910	2941583	-	674	2	0	0	0	0	4
WBGene00000237	chrI	2949600	2957910	-	8311	7076	2770	6441	7557	10674	10020
WBGene00200726	chrI	2967616	2967740	+	125	0	0	0	0	0	0
WBGene00201627	chrI	2967616	2967740	-	125	3	0	6	0	0	0
WBGene00201588	chrI	2973510	2973591	-	82	1	0	0	0	0	0
WBGene00196076	chrI	2974917	2974970	+	54	0	0	0	0	0	0
WBGene00196881	chrI	2974917	2974970	-	54	0	0	0	0	0	0
WBGene00044894	chrI	2981531	2983076	-	1546	59	0	23	18	51	106
WBGene00022123	chrI	2983213	2985167	-	1955	57	0	84	25	103	99
WBGene00022124	chrI	2986104	2995914	-	9811	619	340	654	771	744	1039
WBGene00001046	chrI	2996401	3001382	+	4982	50	21	35	30	0	66
WBGene00021839	chrI	3001360	3002847	-	1488	2873	1317	1386	1728	2715	4108
WBGene00021838	chrI	3003545	3005941	+	2397	1533	931	921	1735	1344	2030
WBGene00003186	chrI	3005403	3013448	-	8046	5923	2553	4467	5031	8132	8078
WBGene00197714	chrI	3010493	3010618	+	126	0	0	0	3	0	8
WBGene00000625	chrI	3010688	3011648	+	961	28	36	59	13	20	152
WBGene00021837	chrI	3012111	3012440	+	330	4	0	11	4	0	18
WBGene00021843	chrI	3015742	3021531	+	5790	3775	1836	2053	2969	3406	4946
WBGene00021842	chrI	3021651	3028396	+	6746	1660	796	1346	1403	1452	2330
WBGene00021844	chrI	3028307	3031092	-	2786	1049	494	435	1075	661	1154
WBGene00021845	chrI	3031212	3032938	-	1727	712	618	317	513	428	904
WBGene00021841	chrI	3032935	3034761	+	1827	428	67	135	243	518	464
WBGene00003387	chrI	3035193	3047794	-	12602	2660	641	2055	2840	3193	3048
WBGene00021846	chrI	3052018	3059185	-	7168	366	136	229	241	410	415
WBGene00021840	chrI	3059151	3069393	+	10243	288	217	246	303	317	356
WBGene00000205	chrI	3069325	3070150	-	826	495	233	261	303	444	583
WBGene00019697	chrI	3070973	3084874	-	13902	5996	2954	5640	5534	7283	7019
WBGene00019698	chrI	3085011	3096285	-	11275	3447	1768	2348	2865	4692	4886
WBGene00003654	chrI	3094513	3109596	+	15084	395	164	324	237	383	440
WBGene00197503	chrI	3099681	3099769	+	89	0	0	0	0	0	0
WBGene00197193	chrI	3103211	3103283	-	73	1	0	3	6	0	6
WBGene00199215	chrI	3103211	3103283	+	73	0	0	0	0	0	0
WBGene00219857	chrI	3105031	3105218	+	188	0	0	0	0	0	0
WBGene00195056	chrI	3109628	3110672	-	1045	0	0	0	0	0	0
WBGene00016663	chrI	3115036	3117628	-	2593	3119	1175	1682	2617	2565	2955
WBGene00197996	chrI	3116084	3116175	-	92	0	0	0	0	0	0
WBGene00219712	chrI	3122011	3127661	+	5651	3	0	0	0	0	0
WBGene00219460	chrI	3132974	3135233	-	2260	14	0	19	18	23	26
WBGene00000626	chrI	3137185	3138447	+	1263	3	0	0	0	0	0
WBGene00045387	chrI	3138541	3140601	-	2061	148	168	43	105	176	303
WBGene00019597	chrI	3141704	3143197	-	1494	151	110	55	52	76	320
WBGene00003062	chrI	3144410	3147793	-	3384	625	181	394	445	890	688
WBGene00019595	chrI	3147996	3150349	+	2354	15	30	1	2	0	22
WBGene00019598	chrI	3150409	3152003	-	1595	9	0	8	12	27	40
WBGene00019594	chrI	3152835	3155568	+	2734	0	0	0	0	0	0
WBGene00006888	chrI	3158493	3162387	-	3895	4921	2300	4057	5007	5400	5202
WBGene00220015	chrI	3159283	3159494	-	212	0	0	0	0	0	0
WBGene00021829	chrI	3162803	3163649	+	847	544	406	209	287	533	621
WBGene00021828	chrI	3163688	3167925	+	4238	536	115	255	277	447	514
WBGene00021827	chrI	3167908	3171230	+	3323	391	254	191	348	524	612
WBGene00021830	chrI	3173243	3176319	-	3077	804	373	251	327	614	946
WBGene00021831	chrI	3176419	3192857	-	16439	814	656	1046	1137	799	1165
WBGene00021832	chrI	3193528	3198838	-	5311	11	0	6	0	38	24
WBGene00021833	chrI	3199540	3203229	-	3690	1	0	0	0	0	0
WBGene00021835	chrI	3206730	3209294	+	2565	106	61	67	67	89	285
WBGene00001481	chrI	3211046	3217366	+	6321	13	0	6	19	0	44
WBGene00004404	chrI	3217296	3222950	-	5655	503	309	225	313	313	558
WBGene00000413	chrI	3223160	3228104	-	4945	28	52	8	17	0	30
WBGene00021826	chrI	3229431	3233294	+	3864	923	305	331	440	810	820
WBGene00003258	chrI	3233391	3255678	+	22288	711	409	631	615	912	955
WBGene00021834	chrI	3244151	3246073	-	1923	1149	172	557	430	912	757
WBGene00198001	chrI	3246221	3246370	+	150	0	0	0	0	0	0
WBGene00199669	chrI	3248205	3248416	+	212	0	0	0	0	0	0
WBGene00200442	chrI	3248249	3248533	-	285	0	0	0	0	0	0
WBGene00201300	chrI	3248489	3248627	+	139	0	0	0	0	0	0
WBGene00220179	chrI	3249391	3249478	+	88	0	0	0	0	0	0
WBGene00195923	chrI	3256689	3256764	-	76	0	0	0	0	0	0
WBGene00202137	chrI	3256689	3256764	+	76	0	0	0	5	0	0
WBGene00196224	chrI	3259000	3259089	+	90	0	0	0	0	0	0
WBGene00197232	chrI	3259000	3259089	-	90	0	0	0	0	0	0
WBGene00021553	chrI	3259871	3264254	+	4384	1	0	0	10	0	0
WBGene00197062	chrI	3260309	3260458	+	150	0	0	0	0	0	0
WBGene00197872	chrI	3260566	3260714	-	149	0	0	0	0	0	0
WBGene00021552	chrI	3264237	3266762	-	2526	817	553	860	937	1294	1024
WBGene00020915	chrI	3267094	3269116	+	2023	1825	727	900	1013	2854	2132
WBGene00004154	chrI	3269406	3280883	-	11478	72	100	117	161	17	193
WBGene00196791	chrI	3280163	3280267	+	105	0	0	0	0	0	0
WBGene00020914	chrI	3287336	3293127	+	5792	4	0	0	0	0	0
WBGene00020917	chrI	3293142	3294356	-	1215	1358	662	879	1411	2065	2154
WBGene00020913	chrI	3299606	3300490	+	885	6	0	31	29	33	9
WBGene00000036	chrI	3302001	3307587	-	5587	4417	1020	3586	3689	6027	4686
WBGene00021548	chrI	3317978	3318584	-	607	672	283	417	526	632	982
WBGene00021549	chrI	3319540	3330673	-	11134	1454	756	1225	1290	1674	1476
WBGene00021547	chrI	3338367	3340219	+	1853	163	126	39	98	109	126
WBGene00021551	chrI	3340231	3349907	-	9677	2955	1448	2946	2905	3726	3645
WBGene00021039	chrI	3352415	3359487	+	7073	4658	2963	8664	7765	3388	3725
WBGene00195045	chrI	3362369	3363362	+	994	38	0	14	14	14	27
WBGene00021034	chrI	3364027	3365857	-	1831	15	0	20	4	17	19
WBGene00021035	chrI	3367640	3368550	-	911	7	0	21	5	0	8
WBGene00021038	chrI	3368785	3371444	+	2660	28	0	25	52	86	117
WBGene00021037	chrI	3371769	3373834	+	2066	15	56	4	6	42	39
WBGene00021036	chrI	3374776	3407189	-	32414	1036	1401	1720	1425	2042	1298
WBGene00195771	chrI	3377398	3377547	+	150	0	0	0	0	0	0
WBGene00200218	chrI	3385013	3385084	-	72	0	0	0	0	0	0
WBGene00201193	chrI	3385013	3385084	+	72	0	0	0	0	0	0
WBGene00199044	chrI	3402254	3402325	+	72	0	0	0	0	0	0
WBGene00198120	chrI	3405747	3405879	+	133	0	0	0	0	0	0
WBGene00019362	chrI	3408033	3415238	+	7206	328	161	239	328	380	316
WBGene00219710	chrI	3410345	3411465	-	1121	151	89	26	77	85	179
WBGene00220004	chrI	3415825	3415924	+	100	23	24	3	19	38	19
WBGene00019361	chrI	3419600	3424211	+	4612	557	441	366	489	810	697
WBGene00019360	chrI	3427177	3433207	+	6031	2888	858	1768	2703	3245	3538
WBGene00004775	chrI	3433157	3438543	-	5387	195	188	273	259	157	258
WBGene00006440	chrI	3439108	3449175	+	10068	32	81	25	20	47	41
WBGene00021639	chrI	3439370	3442188	-	2819	965	1211	1084	1078	1619	1855
WBGene00003422	chrI	3449326	3462177	+	12852	49	31	50	59	66	97
WBGene00021640	chrI	3462270	3468187	-	5918	110	123	53	115	98	113
WBGene00004978	chrI	3467132	3478515	+	11384	1169	800	955	1184	1752	1740
WBGene00220165	chrI	3472658	3472776	-	119	350	180	146	233	538	477
WBGene00021641	chrI	3472965	3476311	-	3347	61	0	42	110	106	133
WBGene00021638	chrI	3479329	3481439	+	2111	432	278	201	265	447	585
WBGene00000794	chrI	3481987	3484499	+	2513	133	77	77	92	145	231
WBGene00021643	chrI	3487812	3499706	-	11895	207	748	1176	898	216	407
WBGene00021637	chrI	3502738	3508421	+	5684	2156	672	1667	1931	1570	2467
WBGene00220166	chrI	3503718	3503822	+	105	0	0	0	0	0	0
WBGene00021644	chrI	3508397	3512735	-	4339	2348	643	839	1207	2614	2197
WBGene00021636	chrI	3516450	3523387	+	6938	647	372	649	788	832	739
WBGene00021645	chrI	3523313	3529956	-	6644	222	215	119	113	370	529
WBGene00021653	chrI	3523972	3524590	-	619	0	0	0	0	0	0
WBGene00220167	chrI	3524904	3525115	-	212	0	0	0	0	0	0
WBGene00021635	chrI	3533885	3539196	+	5312	485	55	475	306	506	599
WBGene00004389	chrI	3539554	3546904	-	7351	2265	1433	1902	1977	2782	3139
WBGene00021634	chrI	3547071	3552005	+	4935	754	386	1029	1032	1285	1038
WBGene00021646	chrI	3551949	3559807	-	7859	239	218	113	178	170	277
WBGene00200046	chrI	3553556	3553607	+	52	0	0	0	0	0	0
WBGene00021651	chrI	3555581	3557402	+	1822	2	0	1	0	1	0
WBGene00021647	chrI	3559923	3562851	-	2929	619	255	328	320	610	560
WBGene00045399	chrI	3564040	3565068	+	1029	4	0	1	0	0	4
WBGene00003060	chrI	3565012	3600729	-	35718	1345	2279	4684	3869	1746	2216
WBGene00200878	chrI	3567651	3567707	-	57	0	0	0	0	0	0
WBGene00021633	chrI	3601291	3602908	+	1618	0	10	0	0	0	5
WBGene00044436	chrI	3603343	3604537	+	1195	18	0	6	22	7	0
WBGene00021648	chrI	3604520	3605763	-	1244	32	0	3	1	11	31
WBGene00021649	chrI	3606411	3608345	-	1935	5	0	0	5	0	7
WBGene00002144	chrI	3608395	3612301	+	3907	7	0	6	11	0	2
WBGene00002143	chrI	3611909	3618317	+	6409	18	1	17	9	48	24
WBGene00021650	chrI	3618889	3619697	-	809	8	0	0	7	0	0
WBGene00044437	chrI	3620582	3625087	+	4506	320	131	160	177	378	232
WBGene00000284	chrI	3629471	3631112	+	1642	23693	5585	18250	21336	32492	27452
WBGene00020902	chrI	3631086	3636485	-	5400	449	263	321	377	466	553
WBGene00020901	chrI	3637353	3638819	+	1467	257	114	105	214	191	312
WBGene00023156	chrI	3638852	3638924	-	73	0	0	0	0	0	0
WBGene00020900	chrI	3639648	3641347	+	1700	62	0	29	61	20	39
WBGene00000368	chrI	3641668	3647009	-	5342	18671	6804	13970	14137	30670	25376
WBGene00000627	chrI	3651230	3652599	-	1370	0	0	0	6	0	0
WBGene00000628	chrI	3653997	3655265	+	1269	0	0	3	0	0	4
WBGene00020903	chrI	3655413	3662183	-	6771	76	35	154	31	87	109
WBGene00004890	chrI	3666923	3671700	-	4778	398	92	411	293	710	445
WBGene00001501	chrI	3680178	3680944	-	767	4263	546	2597	1667	3517	2958
WBGene00004272	chrI	3682772	3684118	-	1347	2235	829	1014	1763	1623	3108
WBGene00017025	chrI	3684783	3690192	+	5410	1001	507	1163	1249	1018	1344
WBGene00017026	chrI	3690181	3694021	-	3841	0	0	0	0	0	2
